city,district,neighborhood,number_of_rooms,area_sqm,building_age,price,property_type,floor,number_of_bathrooms
Ankara,Çankaya,Güzeltepe,2+1,122,37,1729000,Rezidans,5,2
İstanbul,Kadıköy,Güzeltepe,5+1,120,48,1414000,Daire,1,2
İzmir,Karşıyaka,Yeşilbahçe,4+1,92,7,2169000,Villa,5,1
Ankara,Yenimahalle,Yeşilbahçe,1+1,45,5,695000,Daire,3,1
İstanbul,Bakırköy,Bahçelievler,1+1,86,1,1946000,Müstakil,4,3
İzmir,Konak,Güzeltepe,3+1,62,44,962000,Müstakil,4,3
İzmir,Buca,Bahçelievler,3+1,84,4,1838000,Rezidans,3,2
İstanbul,Kadıköy,Güzeltepe,3+1,125,19,2669000,Rezidans,Zemin,2
İzmir,Karşıyaka,Altıntepe,4+1,115,17,1727000,Rezidans,Zemin,3
İzmir,Buca,Altıntepe,5+1,100,48,1677000,Rezidans,Zemin,2
Ankara,Çankaya,Bahçelievler,3+1,72,20,1513000,Daire,4,2
İstanbul,Üsküdar,Altıntepe,3+1,62,3,1477000,Rezidans,5,1
Ankara,Çankaya,Güzeltepe,4+1,85,30,1730000,Daire,2,1
İstanbul,Bakırköy,Yeşilbahçe,3+1,110,12,2371000,Müstakil,5,2
İzmir,Konak,Bahçelievler,2+1,103,15,1411000,Müstakil,1,2
Ankara,Keçiören,Güzeltepe,2+1,103,9,1915000,Rezidans,2,1
Ankara,Yenimahalle,Bahçelievler,3+1,119,21,1852000,Müstakil,Çatı,2
Ankara,Keçiören,Güzeltepe,2+1,91,30,1849000,Villa,2,3
İzmir,Karşıyaka,Bahçelievler,3+1,73,49,1078000,Müstakil,1,2
İzmir,Bornova,Merkez,1+1,98,34,1545000,Villa,Çatı,3
İzmir,Konak,Bahçelievler,5+1,123,20,2536000,Rezidans,2,1
Ankara,Çankaya,Güzeltepe,3+1,81,2,1623000,Daire,Çatı,3
Ankara,Çankaya,Bahçelievler,5+1,110,2,2607000,Rezidans,Çatı,3
İzmir,Bornova,Merkez,3+1,36,44,548000,Villa,Çatı,1
Ankara,Yenimahalle,Güzeltepe,5+1,127,7,2236000,Daire,4,1
Ankara,Çankaya,Güzeltepe,2+1,66,43,897000,Daire,2,3
Ankara,Yenimahalle,Bahçelievler,2+1,101,20,2179000,Daire,5,1
İstanbul,Kadıköy,Altıntepe,1+1,96,3,2025000,Daire,Çatı,3
İzmir,Karşıyaka,Merkez,3+1,42,39,617000,Daire,4,3
İstanbul,Üsküdar,Yeşilbahçe,2+1,101,13,2005000,Villa,2,2
İzmir,Buca,Bahçelievler,4+1,132,49,2002000,Daire,Zemin,2
İstanbul,Beşiktaş,Merkez,1+1,126,33,1755000,Villa,5,1
İzmir,Bornova,Bahçelievler,3+1,91,17,1432000,Daire,3,2
Ankara,Etimesgut,Güzeltepe,5+1,125,37,2427000,Rezidans,1,3
Ankara,Keçiören,Altıntepe,4+1,148,25,2717000,Müstakil,Çatı,3
Ankara,Keçiören,Yeşilbahçe,1+1,51,4,939000,Müstakil,1,1
Ankara,Etimesgut,Güzeltepe,2+1,56,10,843000,Villa,Zemin,2
İstanbul,Kadıköy,Güzeltepe,3+1,88,46,1498000,Daire,4,1
Ankara,Etimesgut,Bahçelievler,1+1,128,43,1558000,Daire,Çatı,1
İzmir,Buca,Merkez,2+1,113,42,1789000,Müstakil,Zemin,3
İzmir,Karşıyaka,Güzeltepe,1+1,84,4,2035000,Daire,3,1
İstanbul,Üsküdar,Yeşilbahçe,2+1,74,20,1280000,Müstakil,4,3
İzmir,Bornova,Güzeltepe,2+1,103,35,1861000,Müstakil,5,1
İzmir,Karşıyaka,Merkez,5+1,108,39,1985000,Rezidans,1,2
İzmir,Konak,Bahçelievler,5+1,107,19,2310000,Müstakil,2,1
İstanbul,Üsküdar,Altıntepe,4+1,114,6,2141000,Daire,5,2
İzmir,Konak,Güzeltepe,1+1,66,29,1159000,Daire,5,1
Ankara,Yenimahalle,Yeşilbahçe,4+1,66,16,1263000,Müstakil,4,1
İstanbul,Beşiktaş,Bahçelievler,2+1,59,12,826000,Müstakil,1,2
İstanbul,Beşiktaş,Bahçelievler,3+1,74,24,1363000,Daire,5,1
Ankara,Keçiören,Merkez,3+1,146,30,1805000,Daire,Zemin,1
Ankara,Yenimahalle,Yeşilbahçe,4+1,125,37,2060000,Müstakil,4,3
Ankara,Etimesgut,Altıntepe,4+1,65,6,1547000,Müstakil,2,3
İstanbul,Üsküdar,Güzeltepe,3+1,74,22,1061000,Rezidans,3,2
İzmir,Karşıyaka,Merkez,2+1,48,46,739000,Daire,Çatı,3
İstanbul,Beşiktaş,Bahçelievler,1+1,124,12,2635000,Müstakil,4,1
İstanbul,Beşiktaş,Altıntepe,5+1,89,13,2002000,Villa,5,2
İzmir,Buca,Altıntepe,4+1,30,38,477000,Villa,5,3
İstanbul,Bakırköy,Bahçelievler,4+1,71,36,843000,Daire,2,1
Ankara,Keçiören,Merkez,2+1,76,25,1251000,Müstakil,5,3
İstanbul,Bakırköy,Altıntepe,3+1,81,40,1173000,Müstakil,4,2
Ankara,Etimesgut,Altıntepe,1+1,133,35,2253000,Müstakil,5,1
Ankara,Çankaya,Altıntepe,4+1,110,40,1755000,Müstakil,4,1
Ankara,Keçiören,Yeşilbahçe,1+1,113,45,1827000,Villa,4,3
Ankara,Yenimahalle,Bahçelievler,5+1,77,39,1335000,Villa,5,2
Ankara,Etimesgut,Merkez,1+1,95,8,1783000,Müstakil,Zemin,2
İstanbul,Beşiktaş,Merkez,3+1,120,10,2353000,Daire,5,2
İstanbul,Kadıköy,Bahçelievler,1+1,46,28,794000,Müstakil,5,2
Ankara,Yenimahalle,Yeşilbahçe,3+1,77,17,1677000,Villa,1,1
Ankara,Yenimahalle,Bahçelievler,1+1,144,38,1986000,Müstakil,1,2
Ankara,Etimesgut,Bahçelievler,3+1,80,13,1615000,Villa,Zemin,3
İzmir,Bornova,Merkez,3+1,131,47,2275000,Villa,2,2
İzmir,Buca,Bahçelievler,4+1,119,41,1653000,Rezidans,5,1
İzmir,Karşıyaka,Güzeltepe,4+1,61,42,710000,Daire,4,1
İzmir,Bornova,Altıntepe,4+1,145,26,2951000,Villa,Çatı,1
İzmir,Konak,Güzeltepe,4+1,134,32,2170000,Villa,1,2
Ankara,Etimesgut,Yeşilbahçe,4+1,95,5,1425000,Müstakil,1,2
İstanbul,Beşiktaş,Yeşilbahçe,3+1,169,32,3403000,Müstakil,Zemin,3
Ankara,Çankaya,Bahçelievler,2+1,118,8,2360000,Daire,2,3
İzmir,Karşıyaka,Bahçelievler,4+1,85,29,1226000,Daire,1,2
Ankara,Çankaya,Güzeltepe,3+1,92,37,1638000,Müstakil,1,1
Ankara,Çankaya,Yeşilbahçe,5+1,125,46,1767000,Villa,4,2
Ankara,Yenimahalle,Güzeltepe,5+1,68,37,1276000,Daire,5,3
İzmir,Bornova,Yeşilbahçe,5+1,95,14,1994000,Daire,3,3
İzmir,Konak,Güzeltepe,3+1,138,45,1866000,Villa,4,3
Ankara,Çankaya,Güzeltepe,2+1,74,4,1673000,Müstakil,5,3
İstanbul,Üsküdar,Merkez,4+1,94,18,1495000,Rezidans,3,2
İstanbul,Üsküdar,Bahçelievler,5+1,134,20,2907000,Villa,4,3
İstanbul,Kadıköy,Merkez,3+1,78,14,1368000,Daire,Çatı,1
Ankara,Yenimahalle,Yeşilbahçe,2+1,115,21,1697000,Daire,Çatı,1
Ankara,Keçiören,Yeşilbahçe,2+1,68,30,1325000,Villa,2,2
Ankara,Yenimahalle,Bahçelievler,1+1,69,30,879000,Daire,2,1
İstanbul,Kadıköy,Altıntepe,4+1,142,30,2264000,Daire,5,3
İstanbul,Üsküdar,Güzeltepe,3+1,51,46,648000,Villa,5,2
İstanbul,Beşiktaş,Güzeltepe,5+1,110,10,1877000,Rezidans,1,2
Ankara,Çankaya,Yeşilbahçe,2+1,137,11,3140000,Rezidans,Zemin,1
Ankara,Yenimahalle,Güzeltepe,2+1,70,11,989000,Villa,5,2
Ankara,Keçiören,Bahçelievler,4+1,92,27,1855000,Müstakil,5,2
İstanbul,Bakırköy,Güzeltepe,2+1,47,49,749000,Rezidans,4,3
İzmir,Bornova,Güzeltepe,4+1,129,8,2644000,Müstakil,3,1
İstanbul,Bakırköy,Güzeltepe,3+1,68,24,1109000,Rezidans,4,3
Ankara,Yenimahalle,Yeşilbahçe,1+1,96,48,1520000,Villa,Çatı,1
Ankara,Çankaya,Güzeltepe,1+1,72,49,859000,Villa,5,2
İzmir,Buca,Güzeltepe,1+1,112,44,1354000,Villa,2,1
İstanbul,Kadıköy,Yeşilbahçe,1+1,90,43,1571000,Rezidans,5,3
İstanbul,Beşiktaş,Yeşilbahçe,4+1,131,4,2529000,Rezidans,3,1
İstanbul,Üsküdar,Merkez,4+1,81,31,1186000,Daire,Zemin,3
İzmir,Buca,Güzeltepe,2+1,46,24,961000,Rezidans,5,1
İstanbul,Bakırköy,Merkez,1+1,121,28,1520000,Müstakil,4,1
İzmir,Konak,Altıntepe,4+1,140,30,2277000,Müstakil,Çatı,3
Ankara,Etimesgut,Merkez,5+1,103,23,1723000,Villa,3,3
Ankara,Çankaya,Altıntepe,4+1,180,12,3042000,Daire,1,1
Ankara,Yenimahalle,Yeşilbahçe,4+1,126,47,2042000,Rezidans,Çatı,2
İzmir,Karşıyaka,Yeşilbahçe,1+1,102,11,2264000,Daire,3,3
Ankara,Çankaya,Altıntepe,3+1,57,39,809000,Villa,Çatı,1
İstanbul,Kadıköy,Merkez,5+1,98,47,1123000,Rezidans,2,3
Ankara,Keçiören,Bahçelievler,2+1,118,14,2036000,Daire,4,1
İstanbul,Beşiktaş,Merkez,3+1,130,19,2363000,Daire,2,3
İzmir,Buca,Bahçelievler,2+1,71,21,1082000,Rezidans,2,1
Ankara,Çankaya,Yeşilbahçe,3+1,151,25,2436000,Villa,1,3
İstanbul,Kadıköy,Yeşilbahçe,5+1,141,42,1707000,Müstakil,1,3
İzmir,Bornova,Bahçelievler,4+1,71,43,1285000,Rezidans,Zemin,2
Ankara,Çankaya,Yeşilbahçe,2+1,125,37,2233000,Müstakil,4,2
İstanbul,Beşiktaş,Güzeltepe,2+1,122,34,1944000,Müstakil,4,2
İzmir,Buca,Güzeltepe,2+1,116,13,2285000,Villa,3,2
Ankara,Çankaya,Bahçelievler,1+1,103,24,1877000,Rezidans,4,2
İzmir,Buca,Güzeltepe,1+1,130,16,2702000,Villa,2,1
Ankara,Çankaya,Merkez,5+1,105,0,1604000,Müstakil,Çatı,1
İzmir,Bornova,Merkez,4+1,39,22,699000,Villa,2,2
İstanbul,Bakırköy,Merkez,3+1,67,15,1503000,Müstakil,1,1
İzmir,Buca,Merkez,1+1,111,0,2247000,Daire,Zemin,1
Ankara,Yenimahalle,Altıntepe,4+1,108,13,1670000,Müstakil,3,3
İstanbul,Üsküdar,Güzeltepe,5+1,85,23,1549000,Müstakil,5,2
Ankara,Etimesgut,Güzeltepe,4+1,96,41,1110000,Müstakil,2,2
Ankara,Keçiören,Bahçelievler,5+1,51,37,770000,Villa,2,2
Ankara,Yenimahalle,Güzeltepe,3+1,149,25,2187000,Müstakil,1,1
İzmir,Konak,Güzeltepe,4+1,75,25,1032000,Rezidans,5,2
Ankara,Çankaya,Güzeltepe,1+1,44,39,694000,Daire,2,1
İzmir,Karşıyaka,Altıntepe,4+1,140,43,1776000,Müstakil,4,2
Ankara,Keçiören,Merkez,2+1,96,8,1657000,Rezidans,4,2
Ankara,Keçiören,Bahçelievler,1+1,110,37,1509000,Villa,2,3
İstanbul,Kadıköy,Merkez,4+1,49,26,856000,Daire,5,2
İstanbul,Üsküdar,Güzeltepe,3+1,54,42,750000,Villa,3,2
Ankara,Yenimahalle,Bahçelievler,4+1,97,19,1855000,Rezidans,1,2
Ankara,Keçiören,Altıntepe,5+1,79,36,1376000,Daire,Çatı,1
Ankara,Etimesgut,Güzeltepe,1+1,76,35,917000,Müstakil,Çatı,2
İstanbul,Kadıköy,Merkez,1+1,147,2,3070000,Villa,Zemin,1
İstanbul,Bakırköy,Merkez,2+1,36,14,797000,Rezidans,3,2
Ankara,Keçiören,Yeşilbahçe,2+1,37,26,645000,Villa,1,1
İzmir,Karşıyaka,Bahçelievler,5+1,83,3,1288000,Müstakil,1,3
İstanbul,Beşiktaş,Bahçelievler,1+1,74,35,882000,Müstakil,Çatı,2
İstanbul,Kadıköy,Yeşilbahçe,5+1,113,42,1900000,Daire,Zemin,2
İzmir,Bornova,Güzeltepe,4+1,74,24,1003000,Daire,Çatı,3
İstanbul,Beşiktaş,Güzeltepe,5+1,80,36,1062000,Daire,4,1
İzmir,Konak,Yeşilbahçe,3+1,142,5,2413000,Müstakil,5,1
İzmir,Bornova,Bahçelievler,1+1,52,14,1096000,Müstakil,2,3
İzmir,Karşıyaka,Altıntepe,3+1,56,29,1133000,Rezidans,4,3
İzmir,Konak,Güzeltepe,3+1,83,24,1636000,Daire,Zemin,3
İzmir,Bornova,Bahçelievler,5+1,82,13,1497000,Daire,2,3
Ankara,Yenimahalle,Merkez,3+1,103,37,1248000,Müstakil,5,1
İzmir,Buca,Altıntepe,3+1,103,2,2143000,Villa,5,3
Ankara,Keçiören,Bahçelievler,2+1,75,11,1480000,Villa,1,3
İstanbul,Üsküdar,Merkez,3+1,126,47,2149000,Villa,3,3
İzmir,Konak,Merkez,4+1,101,11,1757000,Villa,3,2
İzmir,Buca,Merkez,4+1,95,28,1215000,Villa,4,2
Ankara,Keçiören,Altıntepe,4+1,104,22,1504000,Rezidans,2,1
İzmir,Karşıyaka,Merkez,4+1,135,11,2998000,Villa,5,1
İzmir,Bornova,Bahçelievler,3+1,52,18,708000,Müstakil,4,3
İzmir,Konak,Yeşilbahçe,3+1,106,7,2522000,Müstakil,Zemin,2
İstanbul,Kadıköy,Güzeltepe,4+1,97,34,1486000,Villa,4,1
İstanbul,Beşiktaş,Yeşilbahçe,2+1,162,41,2393000,Rezidans,5,3
Ankara,Etimesgut,Yeşilbahçe,4+1,132,14,2476000,Villa,4,3
Ankara,Yenimahalle,Güzeltepe,5+1,89,9,1508000,Villa,1,1
İzmir,Buca,Bahçelievler,3+1,96,47,1704000,Rezidans,1,2
Ankara,Keçiören,Yeşilbahçe,5+1,134,7,2589000,Villa,1,2
Ankara,Keçiören,Bahçelievler,4+1,135,11,2201000,Müstakil,1,1
Ankara,Etimesgut,Yeşilbahçe,3+1,99,15,2229000,Villa,5,1
İstanbul,Beşiktaş,Yeşilbahçe,3+1,124,5,2262000,Villa,2,3
Ankara,Keçiören,Güzeltepe,4+1,84,16,1405000,Villa,2,3
Ankara,Çankaya,Güzeltepe,2+1,146,27,2268000,Rezidans,2,3
Ankara,Etimesgut,Bahçelievler,2+1,87,5,1765000,Müstakil,4,2
Ankara,Çankaya,Güzeltepe,5+1,147,21,3197000,Müstakil,Zemin,3
Ankara,Etimesgut,Merkez,2+1,142,39,2217000,Müstakil,1,3
Ankara,Çankaya,Merkez,5+1,111,23,2186000,Müstakil,4,1
İzmir,Karşıyaka,Yeşilbahçe,5+1,84,28,1174000,Müstakil,2,3
İstanbul,Beşiktaş,Güzeltepe,5+1,30,35,572000,Daire,3,1
İzmir,Konak,Altıntepe,3+1,75,46,1195000,Rezidans,4,2
İstanbul,Kadıköy,Altıntepe,3+1,67,12,1006000,Villa,Zemin,3
Ankara,Çankaya,Bahçelievler,2+1,81,21,1500000,Rezidans,5,1
Ankara,Yenimahalle,Güzeltepe,5+1,54,26,1077000,Daire,Çatı,3
Ankara,Yenimahalle,Altıntepe,1+1,126,35,1873000,Rezidans,2,1
Ankara,Yenimahalle,Bahçelievler,3+1,116,18,2042000,Rezidans,Zemin,3
İstanbul,Bakırköy,Merkez,3+1,101,14,1809000,Daire,Zemin,1
İstanbul,Beşiktaş,Bahçelievler,4+1,64,18,897000,Villa,Çatı,2
İstanbul,Kadıköy,Yeşilbahçe,4+1,118,11,2464000,Rezidans,Zemin,1
İstanbul,Beşiktaş,Güzeltepe,4+1,75,6,1569000,Villa,5,2
Ankara,Etimesgut,Altıntepe,3+1,58,17,818000,Daire,5,1
Ankara,Etimesgut,Bahçelievler,1+1,128,3,2842000,Daire,3,2
Ankara,Çankaya,Bahçelievler,1+1,80,9,1885000,Rezidans,Zemin,1
İstanbul,Bakırköy,Bahçelievler,4+1,133,16,2257000,Müstakil,Zemin,2
İzmir,Konak,Merkez,3+1,148,14,2996000,Müstakil,1,3
İstanbul,Bakırköy,Güzeltepe,2+1,100,22,1786000,Müstakil,3,1
İstanbul,Üsküdar,Bahçelievler,2+1,72,12,1139000,Müstakil,5,2
İzmir,Konak,Yeşilbahçe,4+1,96,3,1623000,Daire,3,1
Ankara,Etimesgut,Bahçelievler,2+1,84,47,1200000,Rezidans,4,3
İstanbul,Beşiktaş,Yeşilbahçe,3+1,128,27,1635000,Villa,2,3
İzmir,Konak,Bahçelievler,1+1,114,29,1941000,Daire,4,2
İzmir,Buca,Merkez,4+1,142,34,2226000,Villa,2,1
Ankara,Yenimahalle,Bahçelievler,2+1,139,13,3013000,Müstakil,4,1
İstanbul,Üsküdar,Bahçelievler,3+1,88,18,1374000,Rezidans,Zemin,1
İstanbul,Üsküdar,Merkez,5+1,102,33,1468000,Daire,1,1
İstanbul,Üsküdar,Bahçelievler,1+1,117,2,2091000,Villa,3,1
Ankara,Etimesgut,Bahçelievler,5+1,64,24,1250000,Müstakil,5,1
İstanbul,Üsküdar,Bahçelievler,4+1,119,46,2022000,Villa,5,1
Ankara,Keçiören,Altıntepe,2+1,79,7,1764000,Daire,2,2
Ankara,Yenimahalle,Altıntepe,5+1,73,22,1531000,Daire,5,3
İstanbul,Kadıköy,Güzeltepe,2+1,79,30,1357000,Villa,2,1
İstanbul,Bakırköy,Güzeltepe,5+1,47,10,758000,Rezidans,5,1
İstanbul,Kadıköy,Merkez,3+1,48,47,794000,Daire,1,2
Ankara,Etimesgut,Bahçelievler,2+1,118,24,2222000,Daire,5,2
İzmir,Karşıyaka,Altıntepe,4+1,78,19,1058000,Rezidans,Zemin,1
Ankara,Etimesgut,Altıntepe,5+1,86,24,1317000,Villa,3,3
İzmir,Konak,Güzeltepe,1+1,67,45,1085000,Rezidans,3,1
İstanbul,Bakırköy,Bahçelievler,5+1,68,48,1066000,Rezidans,1,1
İzmir,Buca,Yeşilbahçe,2+1,86,44,1139000,Müstakil,Çatı,2
İzmir,Buca,Yeşilbahçe,2+1,140,25,2417000,Müstakil,3,3
Ankara,Yenimahalle,Altıntepe,1+1,55,26,954000,Müstakil,1,1
İstanbul,Üsküdar,Bahçelievler,2+1,104,31,1448000,Müstakil,5,3
İstanbul,Üsküdar,Merkez,4+1,97,3,1672000,Villa,5,1
İstanbul,Beşiktaş,Yeşilbahçe,4+1,141,42,2067000,Müstakil,3,2
İzmir,Buca,Güzeltepe,3+1,113,36,1516000,Müstakil,1,3
İstanbul,Üsküdar,Bahçelievler,3+1,98,36,1308000,Villa,1,2
Ankara,Çankaya,Bahçelievler,5+1,100,1,1912000,Daire,Zemin,3
Ankara,Etimesgut,Altıntepe,5+1,142,23,1870000,Daire,Zemin,3
İstanbul,Beşiktaş,Merkez,2+1,82,34,1040000,Rezidans,4,2
Ankara,Keçiören,Güzeltepe,3+1,56,26,777000,Daire,Çatı,1
İstanbul,Bakırköy,Yeşilbahçe,5+1,103,27,1427000,Daire,4,1
Ankara,Keçiören,Bahçelievler,4+1,30,32,528000,Daire,2,2
Ankara,Çankaya,Güzeltepe,1+1,103,10,1461000,Rezidans,2,1
Ankara,Keçiören,Merkez,4+1,189,6,2801000,Villa,5,2
İstanbul,Üsküdar,Bahçelievler,1+1,174,21,3526000,Müstakil,4,3
İstanbul,Beşiktaş,Yeşilbahçe,1+1,121,28,2471000,Villa,4,2
İstanbul,Üsküdar,Merkez,3+1,79,8,1578000,Daire,1,3
İzmir,Konak,Bahçelievler,4+1,48,48,784000,Rezidans,Çatı,2
Ankara,Yenimahalle,Yeşilbahçe,4+1,98,36,1784000,Rezidans,5,3
İzmir,Bornova,Altıntepe,5+1,82,32,1639000,Daire,2,3
İzmir,Buca,Altıntepe,5+1,89,23,1629000,Daire,1,1
İstanbul,Üsküdar,Yeşilbahçe,2+1,52,31,775000,Daire,5,1
İstanbul,Kadıköy,Altıntepe,2+1,73,20,1186000,Daire,Çatı,2
İzmir,Buca,Altıntepe,5+1,63,22,867000,Rezidans,3,1
İstanbul,Üsküdar,Güzeltepe,2+1,42,31,807000,Müstakil,1,1
İzmir,Buca,Bahçelievler,1+1,109,34,1903000,Rezidans,3,3
İzmir,Buca,Bahçelievler,4+1,96,38,1410000,Villa,Çatı,1
İzmir,Bornova,Altıntepe,4+1,115,9,2183000,Daire,Çatı,3
İzmir,Karşıyaka,Yeşilbahçe,3+1,52,10,1087000,Müstakil,3,3
İzmir,Karşıyaka,Merkez,5+1,99,43,1341000,Müstakil,5,2
Ankara,Çankaya,Merkez,1+1,68,13,1522000,Müstakil,1,2
İstanbul,Kadıköy,Yeşilbahçe,5+1,108,2,2030000,Müstakil,5,2
İstanbul,Beşiktaş,Bahçelievler,3+1,116,2,2183000,Villa,1,2
İzmir,Bornova,Bahçelievler,2+1,108,39,1400000,Villa,1,3
İstanbul,Kadıköy,Yeşilbahçe,4+1,104,23,1609000,Müstakil,Zemin,1
İzmir,Buca,Altıntepe,3+1,77,42,1262000,Villa,Zemin,3
İzmir,Konak,Merkez,5+1,75,14,1064000,Rezidans,5,3
İstanbul,Beşiktaş,Merkez,1+1,90,3,1675000,Rezidans,1,3
Ankara,Etimesgut,Altıntepe,1+1,131,42,2024000,Müstakil,4,1
Ankara,Çankaya,Bahçelievler,1+1,107,10,2198000,Villa,Çatı,1
İzmir,Karşıyaka,Bahçelievler,2+1,98,27,1510000,Villa,1,3
Ankara,Çankaya,Altıntepe,4+1,78,7,1146000,Müstakil,3,1
İstanbul,Kadıköy,Bahçelievler,3+1,82,25,1222000,Rezidans,1,3
İstanbul,Kadıköy,Altıntepe,3+1,151,32,2900000,Villa,Zemin,1
İzmir,Bornova,Altıntepe,5+1,75,13,1219000,Villa,Çatı,1
İstanbul,Beşiktaş,Bahçelievler,2+1,112,7,2396000,Rezidans,Çatı,2
İstanbul,Beşiktaş,Altıntepe,3+1,87,47,1069000,Daire,2,3
İzmir,Buca,Güzeltepe,5+1,111,14,1939000,Villa,2,1
İstanbul,Beşiktaş,Güzeltepe,1+1,77,4,1537000,Villa,Zemin,1
Ankara,Etimesgut,Altıntepe,3+1,55,21,942000,Daire,5,3
İzmir,Karşıyaka,Altıntepe,5+1,108,48,1311000,Rezidans,5,1
İstanbul,Üsküdar,Yeşilbahçe,3+1,100,4,2430000,Daire,2,3
İstanbul,Kadıköy,Yeşilbahçe,4+1,147,34,1812000,Villa,5,1
İstanbul,Üsküdar,Yeşilbahçe,1+1,136,46,1702000,Müstakil,3,2
Ankara,Yenimahalle,Yeşilbahçe,2+1,115,23,2416000,Daire,5,1
İstanbul,Bakırköy,Yeşilbahçe,2+1,117,28,1480000,Daire,3,1
Ankara,Etimesgut,Altıntepe,3+1,116,41,2157000,Villa,Çatı,2
İstanbul,Üsküdar,Yeşilbahçe,3+1,130,38,1727000,Müstakil,4,1
İstanbul,Bakırköy,Yeşilbahçe,2+1,105,21,1464000,Müstakil,2,1
Ankara,Keçiören,Yeşilbahçe,5+1,67,13,1348000,Rezidans,4,3
İstanbul,Üsküdar,Merkez,5+1,134,21,2070000,Müstakil,5,2
İzmir,Bornova,Merkez,1+1,97,27,1378000,Rezidans,Zemin,1
İzmir,Buca,Güzeltepe,5+1,143,47,1747000,Rezidans,Çatı,1
Ankara,Etimesgut,Merkez,2+1,80,17,1163000,Villa,5,2
İstanbul,Üsküdar,Merkez,5+1,64,27,1006000,Rezidans,2,2
İzmir,Karşıyaka,Yeşilbahçe,2+1,129,20,2155000,Villa,Çatı,1
Ankara,Keçiören,Altıntepe,1+1,69,17,1380000,Müstakil,1,1
İstanbul,Üsküdar,Bahçelievler,4+1,112,22,1544000,Müstakil,5,2
İstanbul,Beşiktaş,Güzeltepe,5+1,86,25,1299000,Rezidans,3,2
Ankara,Keçiören,Yeşilbahçe,3+1,126,35,1878000,Rezidans,3,2
İstanbul,Bakırköy,Merkez,4+1,128,36,1702000,Daire,4,2
Ankara,Keçiören,Merkez,2+1,151,9,2516000,Müstakil,Çatı,2
Ankara,Keçiören,Yeşilbahçe,4+1,162,40,2995000,Müstakil,2,1
Ankara,Keçiören,Altıntepe,3+1,178,5,4291000,Villa,Zemin,2
Ankara,Çankaya,Altıntepe,2+1,80,15,1665000,Daire,Zemin,1
Ankara,Çankaya,Bahçelievler,2+1,88,33,1452000,Rezidans,5,2
Ankara,Yenimahalle,Merkez,1+1,87,9,1621000,Villa,2,3
İstanbul,Bakırköy,Güzeltepe,1+1,106,11,2131000,Daire,Çatı,2
İstanbul,Beşiktaş,Merkez,5+1,134,24,2624000,Müstakil,5,1
İzmir,Bornova,Altıntepe,5+1,150,39,2802000,Daire,1,3
Ankara,Yenimahalle,Yeşilbahçe,5+1,94,38,1410000,Müstakil,5,3
Ankara,Çankaya,Bahçelievler,3+1,52,27,847000,Rezidans,2,1
İzmir,Konak,Güzeltepe,5+1,82,9,1205000,Daire,4,3
İstanbul,Beşiktaş,Altıntepe,2+1,113,1,2625000,Müstakil,Çatı,1
İzmir,Karşıyaka,Merkez,5+1,92,17,1788000,Rezidans,Çatı,3
İzmir,Konak,Bahçelievler,1+1,135,14,2654000,Müstakil,2,2
İzmir,Konak,Altıntepe,4+1,106,48,1179000,Rezidans,5,2
Ankara,Etimesgut,Merkez,5+1,137,23,2868000,Villa,Çatı,1
İstanbul,Beşiktaş,Altıntepe,3+1,77,13,1480000,Daire,4,2
İzmir,Bornova,Bahçelievler,1+1,80,7,1829000,Villa,5,2
İstanbul,Kadıköy,Altıntepe,4+1,128,20,2530000,Rezidans,5,2
İzmir,Karşıyaka,Altıntepe,5+1,164,46,2855000,Villa,Çatı,3
İstanbul,Beşiktaş,Altıntepe,1+1,92,19,1696000,Rezidans,Zemin,2
İzmir,Buca,Güzeltepe,3+1,148,21,2470000,Rezidans,Zemin,3
İzmir,Konak,Altıntepe,5+1,131,19,1873000,Daire,4,2
İstanbul,Beşiktaş,Güzeltepe,4+1,118,49,1774000,Rezidans,2,2
İstanbul,Kadıköy,Bahçelievler,4+1,104,43,1552000,Daire,3,3
İzmir,Karşıyaka,Yeşilbahçe,5+1,74,9,1707000,Villa,3,2
İzmir,Karşıyaka,Altıntepe,5+1,105,40,1285000,Müstakil,1,3
İzmir,Buca,Yeşilbahçe,4+1,60,43,843000,Müstakil,Zemin,3
İzmir,Buca,Altıntepe,5+1,56,11,1108000,Rezidans,1,1
İstanbul,Kadıköy,Merkez,1+1,114,8,1657000,Villa,2,2
Ankara,Yenimahalle,Altıntepe,5+1,98,41,1644000,Daire,2,2
İzmir,Konak,Güzeltepe,2+1,137,36,1868000,Villa,3,2
İstanbul,Üsküdar,Altıntepe,5+1,39,28,577000,Villa,2,2
İzmir,Buca,Merkez,1+1,130,29,2543000,Müstakil,3,1
Ankara,Çankaya,Altıntepe,3+1,79,25,1086000,Villa,4,2
Ankara,Yenimahalle,Güzeltepe,1+1,172,24,2366000,Müstakil,4,3
İstanbul,Kadıköy,Bahçelievler,3+1,86,27,1774000,Villa,3,1
İstanbul,Bakırköy,Altıntepe,1+1,104,13,1918000,Rezidans,Çatı,2
Ankara,Etimesgut,Güzeltepe,5+1,68,34,1284000,Müstakil,Zemin,2
İzmir,Konak,Yeşilbahçe,3+1,117,21,2265000,Villa,3,1
Ankara,Çankaya,Merkez,3+1,113,21,1868000,Villa,4,3
Ankara,Yenimahalle,Altıntepe,1+1,122,8,2442000,Daire,2,2
